name,category,serving_size_g,calories,sodium_mg,sugar_g,carbs_g,protein_g,fat_g,sample_count,source_dataset
인스턴트커피,음료류,240.0,421.0,134.5,41.55,74.66,4.55,12.15,560,가공식품
인절미,빵 및 과자류,100.0,231.0,297.0,4.58,49.69,5.52,1.15,3,음식
일반과자,과자류·빵류 또는 떡류,100.0,467.0,243.0,15.0,64.0,7.0,20.0,7815,가공식품
임산·수유부용 식품,특수영양식품,190.0,58.0,47.0,2.63,5.0,3.16,2.89,1,가공식품
임연수구이,구이류,100.0,198.0,628.0,0.0,0.73,21.52,11.76,5,음식
임연수어,어패류 및 기타 수산물,,161.0,151.0,0.5,0.2,18.15,9.23,5,원재료성식품
임연수조림,조림류,102.3,117.5,254.5,3.26,5.72,12.9,4.49,2,음식
임연수튀김,튀김류,72.3,275.0,888.5,0.02,13.33,19.6,14.75,4,음식
잇꽃(홍화),채소류,,45.0,5.0,,9.0,3.9,0.4,1,원재료성식품
잇꽃씨기름,유지류,,892.0,0.0,,0.0,0.0,100.0,1,원재료성식품
잉어,어패류 및 기타 수산물,,120.5,58.5,0.3,0.32,18.61,2.62,6,원재료성식품
잉어 매운탕,찌개 및 전골류,275.8,52.0,231.0,1.56,4.08,5.7,1.5,1,음식
잎새버섯,버섯류,,14.5,0.5,0.07,3.88,2.23,0.53,2,원재료성식품
자두,과일류,,38.0,1.5,23.53,9.94,0.62,0.38,4,원재료성식품
자라고기,육류,,175.0,69.0,,0.5,16.4,13.4,1,원재료성식품
자몽(그레이프프루트),과일류,,31.5,0.5,4.94,8.04,0.66,0.05,2,원재료성식품
자몽차,음료 및 차류,,38.0,3.0,7.61,9.13,0.12,0.0,63,음식
자몽홍차,음료 및 차류,,39.0,6.0,8.32,10.04,0.07,0.01,25,음식
자운영,채소류,,40.0,,,6.6,4.6,0.6,1,원재료성식품
자장라면,면류,140.0,414.0,859.0,5.22,65.0,8.19,13.11,122,가공식품
자장면,면 및 만두류,600.0,115.0,368.0,1.51,20.56,4.0,2.22,7,음식
자장밥,밥류,485.0,135.0,274.0,0.55,19.79,3.66,4.59,2,음식
작두(도두),두류,,234.5,4.0,,39.45,17.65,0.65,2,원재료성식품
잔대,채소류,,67.0,4.5,,14.25,2.75,0.55,2,원재료성식품
잔멸치 튀김,튀김류,235.6,67.0,510.0,0.0,2.9,4.0,4.12,1,음식
잔멸치볶음,볶음류,50.0,130.0,706.0,2.52,6.94,11.3,6.82,32,음식
잔치국수,면 및 만두류,575.0,64.5,299.0,0.63,11.93,2.34,0.83,4,음식
잠두,두류,,225.5,9.0,3.76,38.97,16.86,0.97,2,원재료성식품
잡곡,곡류,,358.0,4.0,0.93,73.4,9.79,2.09,1,원재료성식품
잡곡밥,밥류,300.0,134.0,1.0,0.28,28.2,3.05,0.65,18,음식
잡곡죽,죽 및 스프류,324.6,81.0,118.0,0.48,14.21,3.5,1.17,3,음식
잡뼈국물,육류,,28.0,61.0,,0.0,4.3,1.0,1,원재료성식품
잡채,볶음류,192.0,119.0,274.0,2.38,18.35,2.79,3.27,16,음식
잡채밥,밥류,550.0,107.0,86.0,0.64,19.65,2.9,1.31,5,음식
잡탕밥,밥류,650.0,109.5,184.5,0.17,16.31,5.69,2.26,2,음식
잡탕전골,찌개 및 전골류,485.7,56.0,279.0,0.73,4.99,4.9,1.73,1,음식
잣,견과 및 종실류,,663.5,2.5,2.02,12.0,17.77,66.06,2,원재료성식품
잣죽,죽 및 스프류,259.0,125.0,144.0,0.35,22.18,2.74,4.27,3,음식
장갱이,어패류 및 기타 수산물,,90.0,,0.0,0.0,19.1,1.0,1,원재료성식품
장국국수,면 및 만두류,476.3,108.0,426.0,0.46,15.88,4.85,2.45,4,음식
장떡,전·적 및 부침류,70.0,197.0,267.0,2.26,27.28,3.67,7.64,1,음식
장수풍뎅이,기타,,502.0,40.0,0.0,19.55,44.62,27.21,1,원재료성식품
장아찌,절임류 또는 조림류,220.0,76.5,827.0,10.0,15.55,2.0,0.34,376,가공식품
장어 덮밥,밥류,500.0,95.0,80.0,0.42,15.04,3.5,1.99,2,음식
장어 양념구이,구이류,69.0,331.0,774.0,5.14,16.89,16.5,21.39,5,음식
장어 초밥,밥류,500.0,95.0,80.0,0.42,15.04,3.5,1.99,1,음식
장어구이,구이류,150.0,259.0,207.0,0.44,5.87,19.82,16.2,5,음식
장어류,어패류 및 기타 수산물,,168.0,89.0,0.3,0.36,17.14,9.74,40,원재료성식품
장어매운탕,찌개 및 전골류,275.8,57.0,219.0,1.49,3.97,5.7,2.11,3,음식
장어탕,국 및 탕류,800.0,67.0,387.0,2.66,3.68,4.32,3.91,1,음식
장어튀김,튀김류,67.2,209.0,899.0,0.01,6.64,10.2,14.75,2,음식
장조림,조림류,100.0,127.0,628.0,2.09,5.77,11.69,5.06,11,음식
재첩,어패류 및 기타 수산물,,81.0,286.0,5.8,4.45,10.71,1.9,2,원재료성식품
재첩국,국 및 탕류,335.0,21.0,174.5,0.07,2.8,1.48,0.45,2,음식
잭프루트,과일류,,95.0,2.0,19.08,23.25,1.72,0.64,1,원재료성식품
잼,잼류,280.0,225.0,8.0,46.11,55.0,0.5,0.0,2689,가공식품
쟁반국수,면 및 만두류,550.0,112.0,161.5,2.9,18.95,4.1,2.33,2,음식
쟁반짜장,면 및 만두류,900.0,145.0,321.0,2.42,23.63,5.85,2.63,1,음식
적양무,채소류,,19.0,70.0,0.22,2.54,2.54,0.42,1,원재료성식품
적어구이,구이류,63.7,174.0,1203.0,0.0,0.31,20.9,9.04,2,음식
적어조림,조림류,203.9,54.0,142.0,1.09,3.33,7.0,0.95,1,음식
전,즉석식품류,300.0,179.0,310.0,2.0,21.21,5.56,7.5,387,가공식품
전갱이구이,구이류,56.0,226.0,1200.0,0.0,0.17,27.7,11.75,1,음식
전갱이류,어패류 및 기타 수산물,,133.0,180.0,0.11,0.1,20.35,3.0,17,원재료성식품
전복류,어패류 및 기타 수산물,,92.5,591.0,4.5,3.83,14.82,0.95,32,원재료성식품
전복죽,죽 및 스프류,300.4,99.5,187.5,0.11,15.89,2.8,3.31,4,음식
전복탕,국 및 탕류,600.0,33.0,296.0,0.22,2.63,4.47,0.5,1,음식
전분,감자 및 전분류,,360.0,8.0,0.01,86.0,0.2,0.2,7,원재료성식품
전어,어패류 및 기타 수산물,,130.0,,0.34,0.0,19.23,5.74,5,원재료성식품
전어구이,구이류,360.0,33.0,193.0,0.0,0.06,5.86,0.82,1,음식
전어조림,조림류,157.4,60.0,93.0,0.69,1.9,9.0,1.22,1,음식
전지/탈지분유,유가공품류,1000.0,468.0,385.0,40.0,40.0,28.0,26.0,15,가공식품
전통과자,과자류·빵류 또는 떡류,100.0,427.0,76.0,22.0,70.0,5.56,13.0,1865,가공식품
전호,채소류,,23.0,62.0,,4.2,3.1,0.1,1,원재료성식품
절임식품,절임류 또는 조림류,370.0,87.0,945.0,3.74,9.0,2.0,0.81,3374,가공식품
절편,빵 및 과자류,100.0,194.5,225.0,0.17,39.22,5.77,1.61,2,음식
점줄우럭,어패류 및 기타 수산물,,111.0,53.0,0.1,0.1,19.3,1.9,3,원재료성식품
접시조개(비단조개),어패류 및 기타 수산물,,68.0,,3.0,3.0,11.9,0.6,1,원재료성식품
젓갈/액젓,수산가공식품류,100.0,133.0,1645.0,4.0,12.6,11.0,1.9,1364,가공식품
정어리,수산가공식품류,155.0,188.5,430.0,0.2,3.94,11.9,13.5,24,가공식품
정향,조미료류,,367.0,32.0,2.27,71.74,12.55,3.29,1,원재료성식품
제비쑥,채소류,,35.0,,,5.0,4.5,0.7,1,원재료성식품
제육(돼지고기 수육),찜류,80.0,150.0,319.0,0.15,1.25,18.7,7.49,3,음식
제육볶음,볶음류,173.2,118.0,231.5,3.05,6.5,10.7,5.43,12,음식
젤리,빵 및 과자류,,339.0,151.5,64.16,82.0,0.0,0.0,2,음식
조,곡류,,372.0,6.0,0.78,71.69,11.13,3.86,11,원재료성식품
조개 미역국,국 및 탕류,300.0,11.0,241.0,0.07,0.97,1.5,0.24,4,음식
조개구이,구이류,180.0,130.0,454.0,3.6,10.44,17.43,2.07,1,음식
조개국,국 및 탕류,475.0,22.5,293.5,0.21,1.04,2.83,0.73,2,음식
조개젓,젓갈류,100.0,103.0,3040.0,6.46,12.61,8.61,2.05,1,음식
조개탕,국 및 탕류,300.0,12.0,111.0,0.18,0.7,1.8,0.15,1,음식
조기 양념구이,구이류,69.8,219.0,1633.0,5.75,10.98,22.1,9.3,2,음식
조기 오븐구이,구이류,80.0,39.5,33.0,0.0,0.02,5.9,1.58,2,음식
조기구이,구이류,65.0,168.0,737.0,0.0,0.89,19.33,8.02,5,음식
조기류,어패류 및 기타 수산물,,131.0,78.0,0.3,0.08,18.44,4.7,13,원재료성식품
조기조림,조림류,300.0,128.0,590.0,1.5,4.27,13.7,6.27,1,음식
조기찌개,찌개 및 전골류,240.0,23.0,94.0,0.59,1.93,2.4,0.64,2,음식
조기찜,찜류,241.9,71.0,126.0,0.88,2.58,9.2,2.53,3,음식
조기튀김,튀김류,111.4,144.0,84.0,0.01,3.62,13.4,7.77,2,음식
조림/찜,즉석식품류,350.0,103.0,391.0,3.0,7.88,7.69,3.75,787,가공식품
조미 김구이,구이류,50.0,38.5,386.5,0.14,1.75,1.8,3.43,2,음식
조미건어포,수산가공식품류,100.0,328.0,1096.0,16.19,30.0,37.8,2.3,1252,가공식품
조뱅이,채소류,,47.0,,,10.1,4.0,0.2,1,원재료성식품
조제유류,특수영양식품,800.0,67.0,28.0,7.24,7.5,2.02,3.37,41,가공식품
족발,찜류,175.0,226.5,338.5,0.14,0.47,27.48,12.78,2,음식
주꾸미볶음,볶음류,315.0,74.0,246.0,3.09,8.01,6.92,1.9,4,음식
주꾸미삼겹살,볶음류,100.0,161.0,280.0,5.41,10.66,10.11,8.66,1,음식
주먹밥,밥류,291.0,135.0,150.0,0.88,25.52,4.74,2.09,11,음식
주먹밥/김밥/초밥,즉석식품류,214.0,174.0,429.0,2.58,27.24,4.76,4.59,5019,가공식품
죽,즉석식품류,285.0,70.0,140.0,0.5,12.0,2.8,0.95,2429,가공식품
죽순,채소류,,27.0,3.0,1.11,4.63,3.34,0.29,4,원재료성식품
죽순볶음,볶음류,58.5,133.0,1.0,1.48,6.19,4.3,10.85,3,음식
준치,어패류 및 기타 수산물,,129.0,,0.0,0.0,20.1,4.7,1,원재료성식품
줄나물,채소류,,236.0,,,41.9,29.7,1.7,1,원재료성식품
중식우동,면 및 만두류,960.0,91.0,202.0,0.82,15.29,4.73,0.84,1,음식
중식잡채,볶음류,450.0,83.0,112.0,1.13,13.58,2.3,2.24,1,음식
쥐눈이콩(검정소립콩),두류,,403.0,3.0,5.56,30.59,37.32,14.61,3,원재료성식품
쥐치류,어패류 및 기타 수산물,,185.0,821.5,0.3,0.05,19.92,0.58,21,원재료성식품
쥐포무침,생채·무침류,21.6,318.5,1461.5,23.04,34.61,27.75,7.94,4,음식
쥐포조림,조림류,50.0,194.0,602.0,15.01,23.06,13.03,3.02,5,음식
쥐포튀김,튀김류,77.5,357.0,717.0,8.43,26.52,12.64,12.97,3,음식
즉석 면요리,즉석식품류,330.0,155.0,426.0,2.86,21.82,5.0,4.12,2203,가공식품
즉석 빵,즉석식품류,166.0,249.0,512.0,5.71,25.41,8.39,12.0,448,가공식품
즉석 피자,즉석식품류,225.0,215.0,446.5,4.07,19.93,9.25,9.77,74,가공식품
증류주,주류,360.0,67.5,15.0,0.0,0.17,0.01,0.01,2,가공식품
증편,빵 및 과자류,100.0,200.0,284.0,3.19,44.15,3.17,1.2,1,음식
지누아릿과류,해조류,,39.0,,,13.57,4.76,0.19,3,원재료성식품
지리탕,국 및 탕류,600.0,41.5,235.5,0.24,1.69,6.94,0.74,2,음식
진달래꽃,채소류,,26.0,17.0,,6.3,1.0,0.1,1,원재료성식품
진두발,해조류,,54.5,551.0,,34.34,3.69,0.96,2,원재료성식품
진주조개,어패류 및 기타 수산물,,56.0,,1.1,1.1,10.1,0.9,1,원재료성식품
질경이,채소류,,46.5,15.0,,10.75,2.7,0.15,2,원재료성식품
짜사이무침,생채·무침류,50.0,43.0,947.0,2.8,3.66,0.4,3.04,2,음식
짜장면,면 및 만두류,575.0,111.0,333.0,1.71,21.48,4.0,1.66,4,음식
짜장밥,밥류,350.0,136.0,263.0,1.94,25.26,4.0,1.81,5,음식
짜장소스,"장류, 양념류",200.0,101.0,538.0,4.15,12.86,4.3,3.71,4,음식
짬뽕,면 및 만두류,810.0,73.0,280.0,0.47,9.82,3.65,1.31,11,음식
짬뽕라면,면 및 만두류,765.0,91.0,91.0,0.28,12.32,3.4,2.92,1,음식
짬뽕밥,밥류,900.0,72.0,89.0,0.56,11.65,3.2,1.4,3,음식
쫄면,면 및 만두류,320.0,121.0,559.0,3.91,23.35,3.23,0.98,5,음식
쫄볶이,볶음류,630.0,150.0,652.0,3.97,29.37,4.7,1.41,1,음식
찌개/전골류,즉석식품류,500.0,63.0,442.0,1.3,4.59,4.17,2.78,1615,가공식품
차돌박이구이,구이류,100.0,488.0,93.0,0.33,1.31,17.94,45.69,1,음식
차조밥,밥류,290.0,119.0,2.0,0.03,25.77,2.21,0.22,5,음식
찰떡빵,빵 및 과자류,,301.0,268.0,18.33,43.33,6.67,8.1,9,음식
찰밥,밥류,450.0,120.0,1.0,0.14,25.75,2.2,0.34,3,음식
찰시루떡,빵 및 과자류,100.0,181.0,182.0,1.22,37.63,6.63,0.41,1,음식
참기름,식용유지류,300.0,830.0,0.0,0.0,0.0,0.0,92.0,723,가공식품
참깨,견과 및 종실류,,552.5,1.5,0.0,24.14,23.34,44.61,4,원재료성식품
참깨죽,죽 및 스프류,100.0,38.0,120.0,,5.9,1.0,1.2,1,음식
참나물,나물·숙채류,80.0,17.0,173.0,0.2,2.11,0.76,0.81,5,음식
참나물 겉절이,생채·무침류,50.0,17.5,98.0,0.76,2.67,0.8,0.72,8,음식
참나물 무침,생채·무침류,50.0,15.0,99.0,0.14,1.85,0.7,0.71,3,음식
참나물겉절이,생채·무침류,190.0,18.0,143.0,1.1,2.91,0.74,0.6,1,음식
참마자,어패류 및 기타 수산물,,90.0,,0.3,0.3,17.7,1.5,1,원재료성식품
참반디,채소류,,288.0,6.0,,65.7,12.6,2.7,1,원재료성식품
참빗살나무,채소류,,61.0,2.0,,10.3,7.4,0.7,1,원재료성식품
참외,과일류,,41.5,2.0,8.55,10.32,0.79,0.22,2,원재료성식품
참죽나물(가죽나물),채소류,,49.5,3.5,1.23,7.71,6.79,0.68,4,원재료성식품
참치,수산가공식품류,150.0,180.0,440.0,0.0,2.0,17.14,10.25,213,가공식품
참치 미역국,국 및 탕류,320.0,28.0,250.0,0.0,0.84,2.7,1.75,3,음식
참치 샐러드,생채·무침류,67.7,222.5,170.0,1.74,2.91,12.2,16.98,4,음식
참치 완자전,전·적 및 부침류,57.8,220.0,962.0,1.73,14.84,18.8,8.84,1,음식
참치강정,튀김류,78.7,291.5,854.0,6.46,22.37,24.5,10.69,2,음식
참치구이,구이류,64.4,316.0,1130.0,0.0,0.05,33.5,19.02,3,음식
참치덮밥,밥류,580.0,108.0,341.0,2.05,15.91,5.8,2.13,1,음식
참치죽,죽 및 스프류,600.0,60.0,122.0,0.37,8.45,2.4,1.8,5,음식
참치찌개,찌개 및 전골류,348.6,42.0,306.0,1.28,3.05,5.4,0.97,3,음식
참치회덮밥,밥류,600.0,76.0,88.0,1.65,12.14,4.73,0.81,1,음식
찹쌀,곡류,,361.5,1.0,0.55,76.22,7.21,2.2,16,원재료성식품
찹쌀 국수,곡류,,334.0,1975.0,,74.6,8.1,0.3,1,원재료성식품
찹쌀떡,빵 및 과자류,100.0,256.5,225.0,12.52,51.0,3.67,3.89,8,음식
찹쌀밥,곡류,,170.0,1.0,0.0,36.03,3.39,0.62,3,원재료성식품
찹쌀죽,죽 및 스프류,291.9,63.0,130.0,0.05,13.39,1.1,0.27,1,음식
채소 꼬치구이,구이류,150.0,91.0,406.0,0.98,14.29,2.8,2.3,1,음식
채소가공품,농산가공식품류,130.0,90.0,27.0,3.07,13.0,2.0,0.43,3018,가공식품
채소밥,밥류,267.3,114.0,134.0,0.35,23.06,2.6,0.91,3,음식
채소전,전·적 및 부침류,121.2,199.0,247.0,1.04,23.98,4.65,8.54,6,음식
채소죽,죽 및 스프류,400.0,61.0,120.0,0.36,9.88,1.4,1.39,7,음식
채소튀김,튀김류,70.8,157.5,468.0,1.36,18.5,2.35,7.89,4,음식
천마,감자 및 전분류,,79.0,7.5,,18.9,1.0,0.0,2,원재료성식품
천사채무침,생채·무침류,220.0,73.0,248.0,0.65,2.95,3.3,5.51,4,음식
청각,해조류,,13.5,288.0,22.3,2.83,2.76,0.6,4,원재료성식품
청경채,채소류,,11.0,17.0,0.0,1.81,1.6,0.13,3,원재료성식품
청경채나물,나물·숙채류,100.0,14.0,156.0,0.23,1.59,1.06,0.58,1,음식
청국장,장류,130.0,196.0,121.0,0.1,17.76,19.15,7.0,58,가공식품
청국장찌개,찌개 및 전골류,240.0,43.5,242.0,0.8,3.21,3.9,0.98,10,음식
청둥오리알,난류,,178.0,,,1.0,13.6,12.3,1,원재료성식품
청어,어패류 및 기타 수산물,,181.0,919.0,0.4,0.11,18.9,9.24,43,원재료성식품
청어구이,구이류,200.0,129.0,391.0,0.0,0.22,8.2,10.03,1,음식
청주,주류,,132.0,3.0,3.11,4.24,0.41,0.0,1,가공식품
청포묵 무침,생채·무침류,120.0,48.0,278.5,0.72,6.65,1.65,1.93,4,음식
청포묵국,국 및 탕류,142.6,44.0,55.0,0.16,2.16,2.9,2.62,1,음식
청포묵무침,생채·무침류,90.0,53.0,271.0,0.72,6.86,1.96,2.16,3,음식
체리,과일류,,67.0,1.0,6.8,16.9,1.59,0.06,1,원재료성식품
체중조절용 조제식품,특수영양식품,205.0,378.0,433.0,7.55,42.62,38.22,5.1,873,가공식품
체중조절용 즉석식품,즉석식품류,50.0,362.0,298.0,14.0,36.67,36.67,5.8,3,가공식품
초간장,"장류, 양념류",15.0,72.0,3189.0,0.0,11.33,6.6,0.0,4,음식
초당순두부,국 및 탕류,900.0,58.0,134.0,0.1,1.76,5.46,3.24,1,음식
초밥,밥류,250.0,159.0,386.0,3.62,29.82,6.97,1.94,11,음식
초석잠,채소류,,76.0,1.0,0.17,17.0,2.3,0.56,1,원재료성식품
초어,어패류 및 기타 수산물,,89.0,,0.2,0.2,17.1,1.7,1,원재료성식품
초코소라빵,빵 및 과자류,70.0,319.0,215.0,9.29,51.76,3.29,10.93,1,음식
초코파이,코코아가공품류 또는 초콜릿류,300.0,459.0,218.0,31.19,56.67,6.15,23.33,116,가공식품
초콜릿,빵 및 과자류,,527.0,64.0,47.62,40.0,6.4,,9,음식
초콜릿과자,코코아가공품류 또는 초콜릿류,111.6,516.0,95.0,37.5,54.01,6.48,29.2,4413,가공식품
총각김치,김치류,100.0,42.0,630.0,3.0,7.89,1.92,0.29,1,음식
총각무,채소류,,23.0,29.0,2.19,5.18,1.38,0.07,3,원재료성식품
추어탕,찌개 및 전골류,353.2,31.0,242.0,0.46,2.52,3.17,1.12,6,음식
추출가공식품,동물성가공식품류,100.0,27.0,20.0,1.86,4.0,1.39,0.07,89,가공식품
춘장,장류,300.0,180.0,3890.0,14.0,27.5,11.0,3.05,42,가공식품
충무김밥,밥류,363.5,137.0,255.0,2.58,25.44,4.68,1.69,2,음식
취나물,나물·숙채류,85.0,51.5,170.5,0.96,5.55,2.8,1.73,8,음식
취나물무침,나물·숙채류,75.0,36.5,258.5,0.7,5.65,1.7,1.33,10,음식
츄러스,빵 및 과자류,105.0,356.0,390.0,13.49,51.88,5.5,12.69,43,음식
치아바타,빵 및 과자류,,244.0,388.0,3.8,34.65,8.65,10.13,11,음식
치아씨,견과 및 종실류,,486.0,16.0,,42.12,16.54,30.74,1,원재료성식품
치자꽃,기타,,66.0,8.0,,14.9,1.3,0.1,1,원재료성식품
치즈,유제품류 및 빙과류,,292.5,493.0,8.96,,6.71,,6,음식
치즈 스파게티,면 및 만두류,700.0,99.0,133.0,2.14,15.18,4.5,2.09,3,음식
치즈볼,튀김류,100.0,342.0,336.0,7.75,33.28,5.14,20.0,11,음식
치즈빵,빵 및 과자류,,333.0,414.0,9.3,40.15,8.25,14.28,66,음식
치즈스틱,튀김류,100.0,319.0,551.0,2.08,22.29,12.86,20.32,11,음식
치커리,채소류,,19.0,47.0,0.26,3.32,1.4,0.2,5,원재료성식품
치커리 겉절이,생채·무침류,32.4,58.0,506.0,0.66,6.04,2.9,3.0,3,음식
치커리겉절이,생채·무침류,180.0,22.0,160.0,1.89,3.51,0.72,0.73,1,음식
치커리무침,생채·무침류,151.1,16.0,171.0,0.69,2.35,0.8,0.48,1,음식
치커리차,차류,,369.0,175.0,,84.6,7.3,0.2,1,원재료성식품
치킨,즉석식품류,241.0,250.0,487.0,7.41,25.42,10.15,12.16,365,가공식품
치킨가스,튀김류,200.0,296.0,390.0,2.08,22.01,13.96,16.96,1,음식
치킨데리야끼,구이류,117.3,129.5,304.0,3.68,9.85,16.27,1.27,4,음식
칠리,조미료류,,363.0,52.0,,79.8,8.8,1.1,1,원재료성식품
칠면조고기,육류,,166.5,107.5,0.04,0.1,25.09,6.51,2,원재료성식품
칠면조구이,구이류,42.7,207.0,551.0,0.11,0.96,30.6,7.98,1,음식
칠면초,채소류,,27.0,673.0,,5.0,2.7,0.3,1,원재료성식품
칡뿌리,감자 및 전분류,,137.0,0.0,3.58,32.05,2.48,0.1,1,원재료성식품
칡즙,감자 및 전분류,,21.0,3.0,1.51,4.91,0.44,0.0,1,원재료성식품
침출차,음료류,100.0,36.0,1.0,0.0,5.0,0.1,0.0,67,가공식품
카레,조미식품,230.0,180.0,731.0,5.33,18.0,5.0,9.38,355,가공식품
카레라이스,밥류,586.0,102.0,85.0,1.11,18.7,2.75,1.62,12,음식
카레소스,"장류, 양념류",290.0,70.0,376.0,2.44,9.75,2.74,2.33,6,음식
카모마일차,차류,,1.0,1.0,0.0,0.2,0.0,0.0,1,원재료성식품
카스텔라,빵 및 과자류,70.0,329.0,133.0,24.8,39.71,6.67,14.94,27,음식
카페라떼,음료 및 차류,355.0,51.0,20.0,5.25,6.9,1.7,1.83,3,음식
카페모카,음료 및 차류,355.0,83.5,29.5,7.86,11.45,2.0,3.44,4,음식
칼국수,면 및 만두류,892.5,78.0,209.5,0.22,14.74,2.82,0.52,24,음식
캐러멜,과자류·빵류 또는 떡류,122.5,414.0,71.0,55.0,80.0,2.0,8.93,475,가공식품
캔디,빵 및 과자류,,459.5,67.5,61.5,,0.83,,2,음식
캘리포니아롤,밥류,300.0,163.0,432.0,2.97,29.74,4.11,3.02,1,음식
커피,음료 및 차류,100.0,51.0,22.0,5.38,4.37,1.39,1.35,1825,음식
커피(타먹는커피),음료 및 차류,100.0,51.0,2.0,6.15,9.81,0.5,1.17,1,음식
케이크,빵 및 과자류,100.0,307.0,110.0,19.63,27.89,4.55,19.0,657,음식
케일,채소류,,31.0,50.0,0.0,5.8,3.1,0.3,5,원재료성식품
코끼리조개,어패류 및 기타 수산물,,103.0,250.0,,9.49,12.58,1.21,1,원재료성식품
코다리조림,조림류,87.4,68.0,308.0,1.24,3.86,10.1,1.04,10,음식
코다리찜,찜류,200.0,46.0,149.0,0.84,3.74,6.0,0.9,5,음식
코리아타임,조미료류,,378.0,76.0,,79.2,1.4,6.2,1,원재료성식품
코코넛,견과 및 종실류,,626.0,37.0,7.35,34.02,6.09,55.77,2,원재료성식품
코코넛유,유지류,,918.0,18.0,0.0,0.33,0.0,99.67,1,원재료성식품
코코아,음료 및 차류,,90.0,35.0,9.75,11.21,2.54,4.77,16,음식
코코아매스,코코아가공품류 또는 초콜릿류,1000.0,578.0,10.0,0.25,8.6,13.0,54.0,6,가공식품
콘치즈구이,구이류,150.7,105.0,151.0,2.87,15.24,2.3,3.81,5,음식
콜라비,채소류,,22.0,7.0,1.55,5.16,1.16,0.05,1,원재료성식품
콤부차,음료 및 차류,,33.0,2.0,7.83,,0.0,,10,음식
콩(대두),두류,,413.0,3.0,6.45,32.99,35.8,16.0,17,원재료성식품
콩국수,면 및 만두류,475.0,100.0,159.0,0.76,11.69,4.61,2.21,5,음식
콩기름,유지류,,921.0,0.0,0.0,0.0,0.0,99.96,1,원재료성식품
콩기름(대두유),식용유지류,100.0,900.0,0.0,0.0,0.0,0.0,100.0,481,가공식품
콩나물,채소류,,43.0,3.0,0.42,3.44,4.66,1.36,3,원재료성식품
콩나물 국밥,밥류,830.0,59.5,57.5,0.32,10.46,2.6,0.78,2,음식
콩나물 느타리무침,생채·무침류,72.1,45.5,184.0,0.58,4.28,3.05,2.8,4,음식
콩나물 된장국,국 및 탕류,242.2,24.5,273.5,0.62,2.54,2.7,0.69,2,음식
콩나물 선짓국,국 및 탕류,767.0,21.0,146.0,0.29,1.79,3.1,0.34,3,음식
콩나물 황태국,국 및 탕류,300.0,30.0,129.0,0.3,0.99,4.6,0.87,4,음식
콩나물국,국 및 탕류,270.0,7.0,164.0,0.14,0.97,0.85,0.23,19,음식
콩나물국밥,밥류,830.0,60.0,58.0,0.42,10.69,2.66,0.73,1,음식
콩나물냉채,생채·무침류,50.0,42.0,172.0,3.36,6.95,2.8,0.96,6,음식
콩나물무침,나물·숙채류,50.0,23.0,137.0,0.43,2.19,2.1,1.17,30,음식
콩나물밥,밥류,350.0,111.0,122.5,0.33,21.56,3.47,1.17,8,음식
콩나물잡채,볶음류,112.3,73.0,135.5,1.79,3.88,3.5,5.18,4,음식
콩나물찌개,찌개 및 전골류,250.0,12.0,219.0,0.13,1.09,1.6,0.37,1,음식
콩나물찜,찜류,200.0,56.0,223.0,0.0,4.97,6.67,1.01,1,음식
콩밥,밥류,200.0,165.0,25.0,0.0,34.3,4.38,0.39,3,음식
콩비지찌개,찌개 및 전골류,320.0,41.5,217.0,0.81,4.01,3.51,1.29,4,음식
콩잎,채소류,,94.0,,,21.0,6.6,0.3,1,원재료성식품
콩조림,조림류,95.0,198.0,620.0,6.45,22.36,13.5,6.44,4,음식
콩조림(콩자반),조림류,65.0,276.0,967.5,3.53,36.97,18.63,5.96,2,음식
퀴노아,곡류,,363.0,0.0,1.34,72.62,9.56,3.26,1,원재료성식품
크랜베리,과일류,,180.0,2.0,39.28,48.85,0.35,0.35,2,원재료성식품
크로와상,빵 및 과자류,150.0,426.0,318.5,11.96,45.72,7.06,15.0,96,음식
크로켓,과자류·빵류 또는 떡류,720.0,152.0,307.0,5.38,28.0,4.11,1.92,208,가공식품
크로켓(고로케),빵 및 과자류,100.0,295.0,382.0,6.07,31.19,7.34,16.19,62,음식
크로플,빵 및 과자류,,296.5,206.5,14.67,30.48,5.33,12.0,162,음식
크릴류,어패류 및 기타 수산물,,87.0,620.0,1.1,1.1,13.8,3.0,3,원재료성식품
크림발효유,유가공품류,262.5,144.0,52.0,4.0,4.25,3.3,10.0,12,가공식품
크림빵,빵 및 과자류,,324.0,222.0,15.15,39.7,6.09,16.91,113,음식
큰구슬우렁이(골뱅이),어패류 및 기타 수산물,,97.5,490.0,0.3,4.67,17.77,0.33,2,원재료성식품
큰논우렁이,어패류 및 기타 수산물,,71.0,,4.9,4.9,9.8,1.0,1,원재료성식품
큰느타리버섯(새송이버섯),버섯류,,99.5,19.5,0.33,31.97,14.5,1.22,6,원재료성식품
클로렐라,해조류,,97.0,,,25.7,45.3,7.2,1,원재료성식품
키위,과일류,,60.0,1.5,6.9,14.9,0.85,0.45,2,원재료성식품
키조개,어패류 및 기타 수산물,,87.0,264.0,1.94,2.7,12.36,1.21,7,원재료성식품
키조개구이,구이류,100.0,75.0,881.0,0.66,1.86,8.7,3.41,1,음식
타라곤,조미료류,,295.0,62.0,,50.22,22.77,7.24,1,원재료성식품
